Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,team,team_id,Playing Time_MP
Harrison Reed,eng ENG,MF,29.0,12.0,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,Matches,Fulham,fd962109,
Martial Godo,eng ENG,"FW,DF",21.0,2.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,Fulham,fd962109,
Carlos Vinícius,br BRA,"MF,FW",29.0,3.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Fulham,fd962109,
Jay Stansfield,eng ENG,MF,21.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,fd962109,
Samuel Amissah,eng ENG,DF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,fd962109,
Steven Benda,de GER,GK,25.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,fd962109,
Squad Total,nan,nan,28.1,38.0,418,3420.0,38.0,53.0,44.0,97.0,50.0,3.0,4.0,80.0,2.0,49.0,45.9,37.5,83.4,786.0,1558.0,1544.0,1.39,1.16,2.55,1.32,2.47,1.29,0.99,2.28,1.21,2.2,nan,Fulham,fd962109,
Opponent Total,nan,nan,26.3,38.0,418,3420.0,38.0,52.0,40.0,92.0,49.0,3.0,4.0,67.0,3.0,47.2,44.1,34.4,78.5,654.0,1396.0,1384.0,1.37,1.05,2.42,1.29,2.34,1.24,0.91,2.15,1.16,2.06,nan,Fulham,fd962109,
Dean Henderson,eng ENG,GK,27.0,,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace,47c64c55,38.0
Daniel Muñoz,co COL,DF,28.0,,37,3228.0,35.9,4.0,5.0,9.0,4.0,0.0,0.0,10.0,0.0,4.9,4.9,5.5,10.5,62.0,97.0,206.0,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,Matches,Crystal Palace,47c64c55,37.0
Tyrick Mitchell,eng ENG,DF,24.0,,37,3092.0,34.4,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,6.4,7.7,63.0,70.0,171.0,0.0,0.15,0.15,0.0,0.15,0.04,0.19,0.22,0.04,0.22,Matches,Crystal Palace,47c64c55,37.0
Maxence Lacroix,fr FRA,DF,24.0,,35,3116.0,34.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,3.4,3.4,1.0,4.4,8.0,65.0,7.0,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13,Matches,Crystal Palace,47c64c55,35.0
Marc Guéhi,eng ENG,DF,24.0,,34,3059.0,34.0,3.0,2.0,5.0,3.0,0.0,0.0,9.0,1.0,2.0,2.0,1.8,3.7,22.0,134.0,10.0,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,Matches,Crystal Palace,47c64c55,34.0
Jean-Philippe Mateta,fr FRA,FW,27.0,,33,2648.0,29.4,14.0,2.0,16.0,12.0,2.0,2.0,2.0,0.0,13.5,11.9,3.2,15.1,45.0,52.0,122.0,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.51,Matches,Crystal Palace,47c64c55,37.0
Eberechi Eze,eng ENG,"MF,FW",26.0,,31,2588.0,28.8,8.0,8.0,16.0,7.0,1.0,2.0,1.0,0.0,10.5,8.9,6.2,15.1,69.0,97.0,153.0,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53,Matches,Crystal Palace,47c64c55,34.0
Ismaila Sarr,sn SEN,MF,26.0,,30,2711.0,30.1,8.0,6.0,14.0,8.0,0.0,0.0,4.0,0.0,10.7,10.7,8.5,19.2,75.0,85.0,183.0,0.27,0.2,0.46,0.27,0.46,0.35,0.28,0.64,0.35,0.64,Matches,Crystal Palace,47c64c55,38.0
Jefferson Lerma,co COL,"MF,DF",29.0,,26,2274.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.6,2.7,13.0,97.0,26.0,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11,Matches,Crystal Palace,47c64c55,33.0
Will Hughes,eng ENG,MF,29.0,,24,2108.0,23.4,0.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,1.1,1.1,3.1,4.2,20.0,87.0,27.0,0.0,0.13,0.13,0.0,0.13,0.05,0.13,0.18,0.05,0.18,Matches,Crystal Palace,47c64c55,33.0
Chris Richards,us USA,DF,24.0,,22,1922.0,21.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.4,1.4,0.1,1.5,6.0,39.0,2.0,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,Matches,Crystal Palace,47c64c55,24.0
Adam Wharton,eng ENG,MF,20.0,,16,1318.0,14.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,3.0,3.4,14.0,107.0,11.0,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,Matches,Crystal Palace,47c64c55,20.0
Daichi Kamada,jp JPN,MF,27.0,,15,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.1,1.1,1.9,3.0,25.0,89.0,56.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,Crystal Palace,47c64c55,34.0
Trevoh Chalobah,eng ENG,DF,25.0,,12,1060.0,11.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,11.0,34.0,6.0,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,Matches,Crystal Palace,47c64c55,12.0
Eddie Nketiah,eng ENG,"FW,MF",25.0,,9,1034.0,11.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,5.8,5.8,1.7,7.4,41.0,19.0,79.0,0.26,0.09,0.35,0.26,0.35,0.5,0.15,0.65,0.5,0.65,Matches,Crystal Palace,47c64c55,29.0
Nathaniel Clyne,eng ENG,"DF,MF",33.0,,5,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Crystal Palace,47c64c55,13.0
Justin Devenny,nir NIR,MF,20.0,,4,507.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,5.0,21.0,13.0,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25,Matches,Crystal Palace,47c64c55,23.0
Cheick Doucouré,ml MLI,MF,24.0,,4,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Crystal Palace,47c64c55,13.0
Ben Chilwell,eng ENG,DF,27.0,,1,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,5.0,8.0,15.0,0.35,0.0,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34,Matches,Crystal Palace,47c64c55,8.0
Romain Esse,eng ENG,MF,19.0,,1,138.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,1.0,7.0,14.0,0.65,0.65,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48,Matches,Crystal Palace,47c64c55,7.0
Odsonne Édouard,fr FRA,"MF,FW",26.0,,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,Matches,Crystal Palace,47c64c55,2.0
Joachim Andersen,dk DEN,DF,28.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Crystal Palace,47c64c55,1.0
Chadi Riad,ma MAR,DF,21.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace,47c64c55,1.0
Joel Ward,eng ENG,DF,34.0,,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Crystal Palace,47c64c55,2.0
Jeffrey Schlupp,gh GHA,"MF,DF",31.0,,0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,Crystal Palace,47c64c55,12.0
Matheus França,br BRA,"MF,FW",20.0,,0,55.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,4.0,1.64,0.0,1.64,1.64,1.64,0.42,0.0,0.42,0.42,0.42,Matches,Crystal Palace,47c64c55,4.0
Jordan Ayew,gh GHA,"FW,MF",32.0,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,Matches,Crystal Palace,47c64c55,1.0
Caleb Kporha,eng ENG,DF,18.0,,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace,47c64c55,2.0
Asher Agbinone,eng ENG,MF,18.0,,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,Matches,Crystal Palace,47c64c55,2.0
Naouirou Ahamada,fr FRA,MF,22.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,47c64c55,0.0
Rob Holding,eng ENG,DF,28.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,47c64c55,0.0
Sam Johnstone,eng ENG,GK,31.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,47c64c55,0.0
Zachariah Marsh,eng ENG,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,47c64c55,0.0
Remi Matthews,eng ENG,GK,30.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,47c64c55,0.0
Kaden Rodney,eng ENG,"DF,MF",19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,47c64c55,0.0
Matt Turner,us USA,GK,30.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,47c64c55,0.0
Franco Umeh-Chibueze,ie IRL,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,47c64c55,0.0
Squad Total,nan,nan,26.2,,418,3420.0,38.0,49.0,38.0,87.0,46.0,3.0,4.0,80.0,4.0,60.4,57.3,46.4,103.7,510.0,1158.0,1140.0,1.29,1.0,2.29,1.21,2.21,1.59,1.22,2.81,1.51,2.73,nan,Crystal Palace,47c64c55,38.0
Opponent Total,nan,nan,26.1,,418,3420.0,38.0,48.0,39.0,87.0,47.0,1.0,2.0,84.0,4.0,49.1,47.5,38.5,86.0,686.0,1578.0,1566.0,1.26,1.03,2.29,1.24,2.26,1.29,1.01,2.31,1.25,2.26,nan,Crystal Palace,47c64c55,38.0
Jordan Pickford,eng ENG,GK,30.0,38.0,38,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,Everton,d3fd31cc,
Vitaliy Mykolenko,ua UKR,DF,25.0,35.0,35,3082.0,34.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,2.6,3.1,33.0,110.0,99.0,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09,Matches,Everton,d3fd31cc,
Idrissa Gana Gueye,sn SEN,MF,34.0,37.0,35,3063.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.7,2.8,27.0,145.0,27.0,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08,Matches,Everton,d3fd31cc,
James Tarkowski,eng ENG,DF,31.0,33.0,33,2922.0,32.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,2.9,4.2,9.0,75.0,3.0,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,Matches,Everton,d3fd31cc,
Abdoulaye Doucouré,ml MLI,MF,31.0,33.0,31,2564.0,28.5,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,4.1,4.1,2.4,6.6,42.0,82.0,96.0,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23,Matches,Everton,d3fd31cc,
Iliman Ndiaye,sn SEN,FW,24.0,33.0,29,2430.0,27.0,9.0,0.0,9.0,7.0,2.0,2.0,3.0,0.0,6.2,4.7,1.9,6.5,86.0,59.0,122.0,0.33,0.0,0.33,0.26,0.26,0.23,0.07,0.3,0.17,0.24,Matches,Everton,d3fd31cc,
Jarrad Branthwaite,eng ENG,DF,22.0,30.0,28,2511.0,27.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.7,1.9,10.0,66.0,2.0,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07,Matches,Everton,d3fd31cc,
Jack Harrison,eng ENG,FW,27.0,34.0,24,2076.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.7,7.2,73.0,51.0,127.0,0.04,0.0,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,Matches,Everton,d3fd31cc,
Ashley Young,eng ENG,DF,39.0,32.0,19,1875.0,20.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0,0.3,0.3,2.3,2.6,24.0,90.0,32.0,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,Matches,Everton,d3fd31cc,
Dominic Calvert-Lewin,eng ENG,FW,27.0,26.0,19,1609.0,17.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,6.7,6.7,0.6,7.4,23.0,20.0,112.0,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,Matches,Everton,d3fd31cc,
James Garner,eng ENG,"MF,DF",23.0,21.0,17,1594.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.4,2.1,15.0,50.0,30.0,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12,Matches,Everton,d3fd31cc,
Jake O'Brien,ie IRL,DF,23.0,20.0,17,1571.0,17.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.8,0.8,0.6,1.3,7.0,50.0,25.0,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08,Matches,Everton,d3fd31cc,
Beto,gw GNB,FW,26.0,30.0,15,1534.0,17.0,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,8.2,8.2,1.2,9.4,15.0,16.0,77.0,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,Matches,Everton,d3fd31cc,
Dwight McNeil,eng ENG,"MF,FW",24.0,21.0,15,1371.0,15.2,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,1.1,1.1,5.2,6.3,38.0,69.0,80.0,0.26,0.39,0.66,0.26,0.66,0.07,0.34,0.41,0.07,0.41,Matches,Everton,d3fd31cc,
Jesper Lindstrøm,dk DEN,FW,24.0,25.0,15,1239.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,2.0,4.1,30.0,25.0,81.0,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3,Matches,Everton,d3fd31cc,
Orel Mangala,be BEL,MF,26.0,19.0,14,1261.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.8,6.0,34.0,19.0,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches,Everton,d3fd31cc,
Michael Keane,eng ENG,DF,31.0,14.0,11,1049.0,11.7,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.6,0.6,0.1,0.7,1.0,14.0,3.0,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,Matches,Everton,d3fd31cc,
Carlos Alcaraz,ar ARG,"FW,MF",21.0,15.0,7,764.0,8.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.6,3.4,19.0,42.0,21.0,0.24,0.35,0.59,0.24,0.59,0.2,0.19,0.4,0.2,0.4,Matches,Everton,d3fd31cc,
Tim Iroegbunam,eng ENG,MF,21.0,18.0,5,574.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,8.0,15.0,9.0,0.0,0.16,0.16,0.0,0.16,0.04,0.03,0.07,0.04,0.07,Matches,Everton,d3fd31cc,
Armando Broja,al ALB,FW,22.0,10.0,4,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,12.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,Everton,d3fd31cc,
Nathan Patterson,sct SCO,DF,22.0,10.0,3,347.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,6.0,13.0,18.0,0.0,0.26,0.26,0.0,0.26,0.02,0.11,0.13,0.02,0.13,Matches,Everton,d3fd31cc,
Séamus Coleman,ie IRL,DF,35.0,5.0,3,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,Everton,d3fd31cc,
Roman Dixon,eng ENG,DF,19.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,d3fd31cc,
Harrison Armstrong,eng ENG,MF,17.0,3.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82,Matches,Everton,d3fd31cc,
Youssef Chermiti,pt POR,"FW,MF",20.0,4.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Everton,d3fd31cc,
Mason Holgate,jm JAM,"FW,DF",27.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,d3fd31cc,
Callum Bates,eng ENG,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
Asmir Begović,ba BIH,GK,37.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
Coby Ebere,de GER,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
Isaac Heath,eng ENG,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
Neal Maupay,fr FRA,"FW,MF",27.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
Jenson Metcalfe,eng ENG,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
Martin Sherif,nl NED,FW,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
João Virgínia,pt POR,GK,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
Reece Welch,eng ENG,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,d3fd31cc,
Squad Total,nan,nan,28.0,38.0,418,3420.0,38.0,39.0,27.0,66.0,37.0,2.0,2.0,82.0,2.0,41.8,40.2,32.2,72.4,486.0,1041.0,1023.0,1.03,0.71,1.74,0.97,1.68,1.1,0.85,1.95,1.06,1.91,nan,Everton,d3fd31cc,
Opponent Total,nan,nan,26.2,38.0,418,3420.0,38.0,44.0,35.0,79.0,44.0,0.0,2.0,46.0,2.0,46.2,44.6,34.6,79.2,724.0,1627.0,1616.0,1.16,0.92,2.08,1.16,2.08,1.22,0.91,2.13,1.17,2.08,nan,Everton,d3fd31cc,
Max Kilman,eng ENG,DF,27.0,38.0,38,3348.0,37.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.6,1.6,1.2,2.8,31.0,113.0,6.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,Matches,West Ham,7c21e445,
Aaron Wan-Bissaka,cd COD,DF,26.0,36.0,35,3154.0,35.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,3.5,4.7,110.0,149.0,167.0,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,Matches,West Ham,7c21e445,
Jarrod Bowen,eng ENG,"FW,MF",27.0,34.0,34,2973.0,33.0,13.0,8.0,21.0,12.0,1.0,1.0,1.0,0.0,8.6,7.8,6.8,14.7,109.0,91.0,212.0,0.39,0.24,0.64,0.36,0.61,0.26,0.21,0.47,0.24,0.44,Matches,West Ham,7c21e445,
Mohammed Kudus,gh GHA,"FW,MF",23.0,32.0,31,2590.0,28.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,1.0,6.9,6.9,3.1,10.0,98.0,79.0,216.0,0.17,0.1,0.28,0.17,0.28,0.24,0.11,0.35,0.24,0.35,Matches,West Ham,7c21e445,
Tomáš Souček,cz CZE,MF,29.0,35.0,30,2567.0,28.5,9.0,1.0,10.0,9.0,0.0,0.0,8.0,0.0,6.7,6.7,1.0,7.8,9.0,74.0,68.0,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,Matches,West Ham,7c21e445,
Lucas Paquetá,br BRA,"MF,FW",26.0,33.0,27,2380.0,26.4,4.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0,5.3,3.7,3.1,6.8,26.0,155.0,85.0,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,Matches,West Ham,7c21e445,
Emerson Palmieri,it ITA,DF,29.0,31.0,26,2113.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.5,3.4,47.0,66.0,83.0,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,Matches,West Ham,7c21e445,
Alphonse Areola,fr FRA,GK,31.0,26.0,25,2260.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham,7c21e445,
Konstantinos Mavropanos,gr GRE,DF,26.0,33.0,21,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,0.5,2.0,17.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,West Ham,7c21e445,
Jean-Clair Todibo,fr FRA,DF,24.0,27.0,20,1825.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,9.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,West Ham,7c21e445,
Edson Álvarez,mx MEX,MF,26.0,28.0,20,1772.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.4,0.4,0.8,1.2,24.0,85.0,18.0,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,Matches,West Ham,7c21e445,
Guido Rodríguez,ar ARG,MF,30.0,23.0,16,1149.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.2,0.4,4.0,33.0,7.0,0.0,0.08,0.08,0.0,0.08,0.02,0.01,0.03,0.02,0.03,Matches,West Ham,7c21e445,
Carlos Soler,es ESP,"MF,FW",27.0,31.0,14,1409.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.8,1.8,1.4,3.2,17.0,56.0,37.0,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,Matches,West Ham,7c21e445,
